ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
462282,Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,D
467472,Male,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6,B
459370,Male,No,18,No,Healthcare,13.0,Low,4.0,Cat_6,D
464403,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,C
467625,Female,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,A
465126,Female,Yes,35,No,Engineer,7.0,Average,4.0,Cat_4,A
466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,A
459589,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_6,D
465555,Female,Yes,66,No,Lawyer,,High,2.0,Cat_4,D
462952,Male,Yes,46,Yes,Entertainment,,Low,,Cat_6,B
464152,Male,Yes,37,Yes,Artist,0.0,High,4.0,Cat_6,B
466403,Female,Yes,49,No,Engineer,1.0,Average,4.0,Cat_6,A
465021,Male,Yes,62,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
460850,Female,Yes,61,No,Engineer,0.0,Low,1.0,Cat_6,B
464760,Female,Yes,52,No,Engineer,6.0,Average,4.0,Cat_4,B
465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
462886,Male,Yes,70,No,Doctor,1.0,High,2.0,Cat_6,D
465958,Female,No,36,Yes,Artist,5.0,Low,,Cat_6,D
466714,Male,Yes,66,Yes,Executive,0.0,Average,2.0,Cat_6,C
460559,Female,No,49,Yes,Healthcare,8.0,Low,1.0,Cat_3,D
467529,Male,Yes,47,Yes,Artist,,Average,2.0,Cat_6,B
463575,Female,No,28,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
466094,Female,No,31,No,Healthcare,0.0,Low,3.0,Cat_6,B
462895,Male,No,32,No,Entertainment,1.0,Low,3.0,Cat_7,D
460203,Female,Yes,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,A
467715,Male,Yes,51,Yes,Executive,4.0,High,3.0,Cat_6,C
463949,Male,Yes,51,No,Executive,0.0,High,4.0,Cat_7,B
460962,Male,Yes,55,Yes,Executive,9.0,High,4.0,Cat_6,C
466635,Male,Yes,53,Yes,Artist,4.0,Average,2.0,Cat_6,C
462616,Male,No,30,No,Healthcare,0.0,Low,5.0,Cat_4,D
466324,Female,No,28,No,Engineer,0.0,Low,1.0,Cat_4,A
465184,Female,Yes,46,No,Engineer,1.0,Average,5.0,Cat_6,C
463051,Female,No,42,Yes,Homemaker,10.0,Low,1.0,Cat_6,A
461402,Female,No,32,Yes,Entertainment,1.0,Low,5.0,Cat_6,D
460270,Male,No,42,Yes,Doctor,9.0,Low,1.0,Cat_6,B
462111,Male,Yes,36,Yes,Artist,6.0,Average,4.0,Cat_6,C
460167,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,C
461747,Male,Yes,66,Yes,Artist,1.0,High,2.0,Cat_6,B
463176,Male,Yes,39,Yes,Artist,,Average,4.0,Cat_3,B
465690,Female,Yes,49,No,Healthcare,,Average,2.0,Cat_4,B
460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
459929,Male,Yes,63,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
467164,Male,Yes,42,Yes,Artist,0.0,High,2.0,Cat_6,B
463713,Male,No,30,No,Engineer,9.0,Low,3.0,Cat_4,D
467144,Male,Yes,35,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
464212,Female,Yes,56,Yes,Marketing,0.0,Average,2.0,Cat_6,C
460756,Female,No,28,No,Homemaker,8.0,Low,,Cat_6,D
459366,Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,A
465959,Female,No,49,Yes,Engineer,9.0,Low,1.0,Cat_6,A
461396,Male,No,23,No,Doctor,0.0,Low,5.0,Cat_6,B
462474,Female,Yes,25,No,Engineer,1.0,Average,2.0,Cat_4,A
462813,Male,Yes,37,No,Executive,0.0,Average,5.0,Cat_6,A
464292,Male,Yes,55,Yes,Artist,0.0,Average,2.0,Cat_6,C
463859,Male,Yes,39,Yes,Artist,6.0,Average,2.0,Cat_6,C
467737,Female,Yes,51,Yes,Entertainment,7.0,Average,2.0,Cat_6,A
462435,Male,Yes,49,Yes,Artist,,Average,2.0,Cat_6,C
465303,Female,Yes,67,Yes,Artist,1.0,Average,3.0,Cat_2,C
463886,Female,No,38,Yes,Artist,1.0,Low,2.0,Cat_6,C
465912,Female,No,63,Yes,Artist,1.0,Low,2.0,Cat_6,B
459487,Male,Yes,67,No,Lawyer,,Low,,Cat_6,D
462401,Male,Yes,31,No,Executive,1.0,Average,2.0,Cat_4,D
464769,Female,,51,No,Engineer,9.0,Average,4.0,Cat_4,B
467088,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,A
461464,Male,No,59,Yes,Entertainment,,Low,3.0,Cat_6,B
459971,Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_6,A
461236,Female,No,30,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
458993,Male,Yes,29,No,Doctor,0.0,Low,2.0,Cat_4,A
464242,Male,No,37,Yes,Engineer,1.0,Low,3.0,Cat_6,D
460234,Female,No,20,No,Healthcare,4.0,Low,6.0,Cat_2,D
460472,Male,Yes,49,No,Doctor,1.0,Average,3.0,Cat_4,A
459431,Male,Yes,68,No,Artist,0.0,Low,2.0,Cat_6,A
461992,Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_4,A
459201,Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_6,C
466073,Female,Yes,62,No,Engineer,8.0,High,2.0,Cat_4,A
465122,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,C
465652,Female,Yes,31,No,Marketing,0.0,Low,2.0,Cat_2,D
467441,Male,No,42,Yes,Artist,,Low,1.0,Cat_6,A
467456,Male,Yes,36,No,Executive,7.0,High,4.0,Cat_6,A
460919,Female,No,19,No,Healthcare,0.0,Low,,Cat_6,D
461632,Male,No,25,Yes,Artist,,Low,1.0,Cat_6,D
463446,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_3,C
463232,Female,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,D
465007,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
460522,Female,Yes,29,No,Homemaker,,Average,2.0,Cat_4,C
459150,Female,No,49,Yes,Doctor,0.0,Low,1.0,Cat_6,A
466121,Female,Yes,57,Yes,Artist,1.0,Average,6.0,Cat_3,C
464025,Male,No,19,No,Healthcare,1.0,Low,6.0,Cat_6,D
461457,Female,Yes,32,No,Doctor,1.0,Low,5.0,Cat_6,A
466754,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
464974,Male,Yes,60,No,Artist,0.0,Average,2.0,Cat_4,B
462574,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,D
466035,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
462484,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_6,D
459210,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C
461338,Male,Yes,43,Yes,Artist,1.0,Average,4.0,Cat_6,C
467733,Male,Yes,62,No,Executive,9.0,High,3.0,Cat_6,B
462983,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,A
466451,Male,Yes,41,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
464177,Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
467463,Female,Yes,39,Yes,Artist,8.0,Average,3.0,Cat_6,B
466263,Male,No,53,Yes,Artist,0.0,Low,2.0,Cat_4,C
461728,Female,No,55,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
466048,Male,No,25,No,Entertainment,3.0,Low,1.0,Cat_4,A
464246,Female,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,C
459143,Male,Yes,47,No,Artist,0.0,High,4.0,Cat_6,B
463076,Female,No,51,Yes,Artist,0.0,Low,2.0,Cat_6,C
463354,Male,Yes,53,Yes,Executive,4.0,High,4.0,Cat_6,D
465286,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,B
460921,Male,Yes,45,No,Executive,1.0,High,3.0,Cat_6,C
464847,Female,Yes,52,No,Artist,,Average,4.0,Cat_4,A
463671,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
465320,Female,Yes,65,Yes,Lawyer,1.0,Average,2.0,Cat_6,B
464436,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_4,A
464635,Male,Yes,43,Yes,Healthcare,1.0,High,4.0,Cat_4,B
465698,Male,No,39,Yes,Artist,8.0,Low,2.0,Cat_3,A
465253,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_7,D
460122,Female,No,41,No,Artist,0.0,Low,1.0,Cat_6,A
458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C
460894,Male,Yes,38,No,Executive,5.0,High,3.0,Cat_6,A
465911,Female,No,28,Yes,Artist,9.0,Low,1.0,Cat_6,A
462448,Male,No,19,No,Healthcare,,Low,3.0,Cat_6,D
464449,Female,No,67,Yes,Engineer,0.0,Low,,Cat_6,D
465102,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6,B
465888,Male,Yes,37,Yes,Doctor,8.0,Average,2.0,Cat_6,A
462182,Male,Yes,88,No,Artist,7.0,Low,1.0,Cat_6,D
467417,Female,Yes,53,Yes,Artist,4.0,Average,6.0,Cat_6,C
460644,Female,Yes,40,Yes,Homemaker,2.0,Average,2.0,Cat_3,C
464265,Male,Yes,56,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
460617,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_3,D
460449,Male,No,31,No,Marketing,4.0,Low,1.0,Cat_3,D
460459,Female,No,33,No,Engineer,0.0,Low,5.0,Cat_3,D
462141,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,C
459065,Male,Yes,51,Yes,Engineer,,Low,2.0,Cat_6,D
459289,Male,No,39,Yes,Doctor,1.0,Low,1.0,Cat_6,A
462218,Male,Yes,53,No,Executive,0.0,Average,5.0,Cat_4,B
459842,Male,No,25,Yes,Healthcare,,Low,3.0,Cat_6,D
465896,Male,No,32,No,Doctor,2.0,Low,2.0,Cat_6,D
467697,Female,No,39,Yes,Healthcare,0.0,Low,1.0,Cat_6,A
464626,Female,Yes,38,Yes,Artist,1.0,Average,2.0,Cat_6,C
463745,Male,Yes,62,Yes,Artist,1.0,Average,3.0,Cat_3,A
466047,Male,No,32,No,,0.0,Low,5.0,Cat_4,A
464330,Male,No,38,Yes,Artist,,Low,2.0,Cat_6,A
464042,Female,Yes,42,Yes,Artist,9.0,Low,2.0,Cat_6,B
459983,Female,Yes,50,Yes,Artist,2.0,Low,1.0,Cat_6,B
460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
461572,Female,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_2,C
467271,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,B
460357,Male,No,23,No,Healthcare,1.0,Low,5.0,Cat_6,D
460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
459883,Male,No,63,Yes,Artist,0.0,Low,1.0,Cat_2,B
465894,Male,No,27,Yes,Artist,8.0,Low,6.0,Cat_6,D
463627,Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,D
465264,Male,Yes,88,No,Executive,0.0,Low,1.0,Cat_6,A
462089,Female,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,C
466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_3,B
465671,Female,Yes,35,No,Engineer,2.0,Average,5.0,Cat_4,D
461803,Female,No,33,No,Doctor,0.0,Low,4.0,Cat_6,D
461390,Female,Yes,70,Yes,Artist,0.0,High,2.0,Cat_6,C
464543,Female,No,38,Yes,Artist,7.0,Low,1.0,Cat_6,A
467585,Male,Yes,40,Yes,Healthcare,6.0,High,2.0,Cat_6,A
465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
460809,Male,Yes,72,Yes,Artist,2.0,Low,1.0,Cat_6,B
462118,Male,No,30,Yes,Artist,1.0,Low,3.0,Cat_6,C
463738,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,A
463161,Male,No,35,Yes,Artist,1.0,Low,2.0,Cat_3,A
462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D
465871,Male,No,33,No,Entertainment,8.0,Low,1.0,Cat_6,A
466432,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_7,A
467689,Male,No,35,No,Healthcare,1.0,Low,1.0,Cat_6,D
459195,Female,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,C
462978,Male,Yes,43,No,Entertainment,,Average,3.0,Cat_6,B
460084,Female,No,27,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
466411,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_3,B
463295,Male,No,28,No,Entertainment,0.0,Low,3.0,Cat_6,A
463439,Male,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_6,B
465287,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
459299,Male,No,36,Yes,Artist,,Low,3.0,Cat_6,B
462417,Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6,D
461122,Male,Yes,26,No,Entertainment,8.0,Low,2.0,Cat_4,D
459022,Male,Yes,67,Yes,Artist,10.0,Low,1.0,Cat_6,D
467445,Male,Yes,31,No,Doctor,8.0,Low,2.0,Cat_2,A
463382,Female,Yes,50,Yes,Engineer,4.0,High,3.0,Cat_6,B
465418,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_1,A
462911,Male,Yes,32,Yes,Doctor,11.0,Average,2.0,Cat_6,A
460545,Male,Yes,83,No,Lawyer,0.0,High,3.0,Cat_3,D
465602,Male,Yes,33,Yes,Artist,13.0,Low,2.0,Cat_3,A
467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
460509,Male,No,23,No,Healthcare,,Low,4.0,Cat_3,D
467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,B
467909,Female,No,45,Yes,Doctor,0.0,Low,1.0,Cat_6,A
461977,Female,No,49,Yes,Artist,3.0,Low,1.0,Cat_6,C
463069,Male,No,29,Yes,Artist,7.0,Low,1.0,Cat_6,B
463311,Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_3,D
461388,Male,No,21,No,Healthcare,,Low,5.0,Cat_2,D
463503,Male,Yes,33,Yes,Entertainment,1.0,Low,2.0,Cat_7,A
465763,Female,Yes,37,No,Artist,0.0,Average,2.0,Cat_4,D
460163,Male,No,28,No,Healthcare,0.0,Low,2.0,Cat_4,A
460337,Female,No,42,Yes,Marketing,10.0,Low,3.0,Cat_6,D
462143,Male,Yes,80,No,Artist,1.0,Low,2.0,Cat_6,A
463235,Female,No,21,No,,1.0,Low,4.0,Cat_6,D
464505,Female,No,30,No,Doctor,9.0,Low,5.0,Cat_6,D
467364,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_3,C
460371,Female,No,28,Yes,Artist,1.0,Low,2.0,Cat_6,C
461258,Female,Yes,57,Yes,Artist,1.0,Average,3.0,Cat_4,C
467111,Male,Yes,72,Yes,Artist,0.0,Low,1.0,Cat_6,B
465778,Female,No,21,No,Healthcare,0.0,Low,,Cat_2,D
462905,Female,No,25,No,Artist,6.0,Low,3.0,Cat_6,C
459456,Female,No,65,No,Lawyer,,Low,1.0,Cat_6,D
459623,Male,Yes,46,No,Entertainment,,Average,5.0,Cat_4,B
464005,Female,No,27,No,Healthcare,0.0,Low,5.0,Cat_6,C
467106,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,B
462812,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C
461296,Female,Yes,83,Yes,Lawyer,0.0,High,2.0,Cat_6,C
467436,Male,Yes,51,Yes,Artist,5.0,Average,4.0,Cat_6,C
467489,Male,No,30,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
462192,Female,No,23,No,Healthcare,0.0,Low,6.0,Cat_4,D
466800,Female,No,18,No,Healthcare,6.0,Low,3.0,Cat_6,D
464151,Male,No,40,Yes,Doctor,12.0,Low,1.0,Cat_2,D
463225,Female,Yes,43,Yes,Artist,,Average,2.0,Cat_6,B
464107,Male,Yes,70,No,Artist,1.0,Average,2.0,Cat_6,C
464498,Male,Yes,45,Yes,Artist,,Average,3.0,Cat_3,B
461876,Male,No,32,Yes,Entertainment,9.0,Low,2.0,Cat_6,D
463778,Female,No,27,No,Engineer,1.0,Low,4.0,Cat_5,A
465916,Male,No,42,Yes,Artist,3.0,Low,1.0,Cat_6,B
463813,Female,No,26,No,Engineer,1.0,Low,6.0,Cat_6,A
463222,Female,No,36,Yes,Healthcare,2.0,Low,,Cat_6,A
464855,Female,Yes,37,No,Engineer,,Average,9.0,Cat_4,A
461394,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,D
462884,Female,Yes,55,No,Artist,1.0,Low,2.0,Cat_3,B
461027,Female,,43,No,Engineer,8.0,Average,5.0,Cat_4,A
461176,Female,Yes,66,No,Engineer,6.0,Average,4.0,Cat_5,B
467700,Male,Yes,57,Yes,Entertainment,,Average,2.0,Cat_6,C
459697,Female,Yes,77,No,Lawyer,0.0,High,3.0,Cat_6,A
463666,Male,No,27,Yes,Executive,0.0,Low,6.0,Cat_6,D
466053,Female,No,25,No,Doctor,2.0,Low,1.0,Cat_4,D
462579,Female,Yes,68,No,Lawyer,1.0,Low,2.0,Cat_4,B
461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
466286,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2,C
465989,Female,No,28,No,Healthcare,9.0,Low,2.0,Cat_6,D
467708,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
461873,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,C
462418,Male,Yes,61,No,Engineer,9.0,Average,4.0,Cat_6,C
459452,Male,Yes,40,Yes,Artist,9.0,Low,2.0,Cat_6,C
460561,Female,No,39,No,Engineer,6.0,Low,1.0,Cat_3,C
460546,Female,Yes,71,Yes,Lawyer,1.0,Low,2.0,Cat_3,C
464765,Female,Yes,53,No,Engineer,7.0,Average,6.0,Cat_4,A
461078,Female,No,26,No,Homemaker,0.0,Low,6.0,Cat_3,A
461492,Male,Yes,70,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,A
466648,Male,Yes,36,Yes,Executive,6.0,High,2.0,Cat_6,C
467696,Male,Yes,84,Yes,Lawyer,,High,3.0,Cat_6,B
467207,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,B
465433,Female,No,40,Yes,Artist,,Low,1.0,Cat_2,B
460821,Female,No,31,Yes,Healthcare,,Low,2.0,Cat_4,D
464223,Female,Yes,52,Yes,Artist,2.0,Low,2.0,Cat_6,C
461264,Male,No,19,No,Doctor,0.0,Low,3.0,Cat_4,D
463440,Female,Yes,73,Yes,Artist,0.0,Average,3.0,Cat_1,C
459457,Male,Yes,51,Yes,Artist,2.0,Low,2.0,Cat_6,A
463325,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6,A
465893,Female,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6,B
459919,Female,No,49,Yes,Artist,0.0,Low,1.0,Cat_4,B
462406,Male,Yes,27,No,Engineer,6.0,Low,3.0,Cat_6,D
464093,Female,No,25,No,Engineer,1.0,Low,,Cat_7,D
464682,Male,Yes,50,,Executive,4.0,Average,9.0,Cat_4,D
466744,Female,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,C
459496,Female,No,42,Yes,Artist,,Low,3.0,Cat_6,A
464379,Female,Yes,40,Yes,Engineer,12.0,Average,3.0,Cat_6,B
467776,Female,No,25,Yes,Doctor,0.0,Low,4.0,Cat_6,D
463060,Female,Yes,32,Yes,Homemaker,12.0,High,2.0,Cat_6,D
463080,Male,No,32,No,Artist,0.0,Low,4.0,Cat_5,D
467535,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,A
461053,Male,Yes,39,No,Executive,,High,4.0,Cat_3,D
460832,Female,Yes,41,No,Healthcare,1.0,Average,4.0,Cat_6,D
462893,Female,Yes,52,No,Artist,1.0,Average,3.0,Cat_4,C
463996,Female,No,29,No,Healthcare,,Low,5.0,Cat_4,D
464103,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,B
461164,Female,No,39,Yes,Doctor,9.0,Low,1.0,Cat_3,B
460580,Female,Yes,27,No,Engineer,9.0,Low,2.0,Cat_3,D
463579,Male,Yes,45,Yes,Artist,,Average,2.0,Cat_6,B
465730,Male,Yes,43,Yes,Executive,6.0,High,3.0,Cat_4,A
460932,Female,No,32,Yes,Doctor,8.0,Low,1.0,Cat_6,D
463802,Female,No,39,Yes,Engineer,1.0,Low,3.0,Cat_6,B
464452,Female,No,72,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
466442,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,D
467524,Male,No,20,No,Healthcare,,Low,5.0,Cat_6,D
465299,Male,Yes,56,Yes,Executive,,High,2.0,Cat_6,B
466795,Male,,55,Yes,Entertainment,,Average,5.0,Cat_6,B
461740,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
464160,Male,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_6,A
462354,Male,Yes,62,No,Artist,1.0,Average,2.0,Cat_6,C
463830,Female,No,30,Yes,Engineer,3.0,Low,3.0,Cat_6,D
466799,Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,D
459137,Male,Yes,42,Yes,Artist,7.0,Average,2.0,Cat_6,C
467903,Male,Yes,39,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
460283,Male,Yes,43,Yes,Doctor,14.0,Low,2.0,Cat_6,A
463803,Female,No,30,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
463107,Male,Yes,86,Yes,Lawyer,,Low,2.0,Cat_6,A
467549,Male,Yes,61,Yes,Entertainment,11.0,Average,3.0,Cat_6,A
463747,Female,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,C
461816,Female,No,49,Yes,Marketing,0.0,Low,5.0,Cat_6,A
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
461558,Male,Yes,45,Yes,Engineer,2.0,Average,2.0,Cat_6,C
466473,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,D
465228,Male,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,C
465777,Female,No,30,Yes,Artist,9.0,Low,5.0,Cat_6,A
467735,Male,No,26,Yes,Doctor,1.0,Low,2.0,Cat_6,A
466435,Male,Yes,32,No,Executive,1.0,High,5.0,Cat_6,D
464348,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_6,A
466361,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,B
461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,B
461994,Male,Yes,18,No,Doctor,10.0,Low,2.0,Cat_6,D
460861,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,D
459521,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_1,A
459372,Female,No,27,Yes,Healthcare,,Low,4.0,Cat_6,B
460312,Female,No,36,Yes,Entertainment,7.0,Low,5.0,,D
461424,Male,Yes,63,No,Healthcare,0.0,Average,4.0,Cat_4,B
467880,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,C
463717,Female,Yes,70,Yes,Artist,1.0,Average,4.0,Cat_6,C
463829,Female,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,C
459367,Female,No,22,No,Doctor,11.0,Low,4.0,Cat_1,D
462831,Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,D
465375,Female,No,50,Yes,Engineer,1.0,Low,1.0,Cat_6,B
465130,Female,Yes,50,Yes,Artist,0.0,Average,9.0,Cat_6,C
462573,Male,Yes,59,Yes,Artist,0.0,Average,6.0,Cat_4,B
462547,Male,No,22,No,Healthcare,9.0,Low,4.0,Cat_6,D
467752,Male,Yes,31,No,Executive,,Average,3.0,Cat_4,A
466077,Male,Yes,35,Yes,Doctor,9.0,High,3.0,Cat_6,A
462847,Female,No,30,Yes,Doctor,,Low,7.0,Cat_5,C
460034,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,D
463223,Female,No,22,No,Entertainment,,Low,3.0,Cat_6,D
466092,Male,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,B
460759,Male,Yes,69,No,Lawyer,1.0,Low,2.0,Cat_1,B
466909,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_6,B
462098,Female,Yes,38,No,Entertainment,3.0,Average,3.0,Cat_6,B
464835,Male,No,19,No,Healthcare,1.0,Low,6.0,Cat_4,D
466710,Female,Yes,73,No,Artist,1.0,High,2.0,Cat_6,C
463817,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
465930,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,A
462303,Female,Yes,32,No,Artist,0.0,Average,4.0,Cat_6,A
467389,Male,No,43,No,Engineer,1.0,Low,,Cat_6,D
466705,Male,Yes,69,No,Lawyer,0.0,Low,3.0,Cat_6,C
464579,Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,D
463595,Female,No,32,No,Healthcare,1.0,Low,5.0,,C
462105,Male,Yes,47,No,Executive,,High,4.0,Cat_4,B
465673,Female,No,27,,Marketing,8.0,Low,4.0,Cat_4,D
459953,Male,Yes,53,Yes,Artist,9.0,Low,2.0,Cat_6,B
461899,Female,No,20,No,Doctor,1.0,Low,6.0,Cat_6,D
465336,Female,No,41,Yes,Doctor,9.0,Low,1.0,Cat_4,A
463651,Female,No,36,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
460800,Male,No,52,Yes,Artist,1.0,Low,3.0,Cat_3,B
466409,Male,Yes,51,Yes,Artist,0.0,Average,5.0,Cat_6,C
463061,Male,No,33,No,,5.0,Low,3.0,Cat_5,D
464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,D
462024,Male,No,33,Yes,Entertainment,1.0,Low,8.0,Cat_4,C
461917,Male,Yes,79,,Lawyer,1.0,Low,1.0,Cat_6,D
463689,Female,Yes,40,Yes,Doctor,1.0,Low,,Cat_6,B
466061,Female,No,41,,,2.0,Low,1.0,Cat_3,A
459597,Female,Yes,71,Yes,Artist,1.0,High,2.0,Cat_6,C
459230,Male,Yes,43,No,Artist,7.0,High,4.0,Cat_6,B
459678,Male,No,21,No,Healthcare,0.0,Low,5.0,Cat_6,D
461843,Female,Yes,50,Yes,Artist,0.0,High,2.0,Cat_3,C
462202,Female,No,43,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
459863,Male,Yes,61,No,Healthcare,,Low,3.0,Cat_6,A
465245,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_4,D
466786,Male,No,32,No,Executive,0.0,Low,2.0,Cat_3,D
466146,Female,Yes,41,No,Engineer,8.0,Average,3.0,Cat_6,C
465380,Male,No,25,No,Entertainment,5.0,Low,2.0,Cat_6,D
467180,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
466230,Male,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,B
464050,Female,No,30,Yes,Artist,0.0,Low,1.0,Cat_6,A
